BPM	312.012482
SPEED	0.769200
OFFSET	0.080000
NOTE	0	5.192000	0.500000	0.000000
NOTE	1	5.385000	0.650000	0.000000
NOTE	2	5.577000	0.650000	0.000000
NOTE	3	5.769000	0.350000	0.000000
NOTE	4	5.962000	0.650000	0.000000
NOTE	5	6.154000	0.200000	0.000000
NOTE	6	6.346000	0.200000	0.000000
NOTE	7	6.538000	0.800000	0.000000
NOTE	8	6.731000	0.200000	0.000000
NOTE	9	6.923000	0.650000	0.000000
NOTE	10	7.115000	0.550000	0.000000
NOTE	11	7.308000	0.450000	0.000000
NOTE	12	7.500000	0.350000	0.000000
NOTE	13	7.692000	0.850000	0.000000
NOTE	14	7.692000	0.150000	0.000000
NOTE	15	7.885000	0.850000	0.000000
NOTE	16	7.885000	0.150000	0.000000
NOTE	17	8.269000	0.150000	0.000000
NOTE	18	8.269000	0.850000	0.000000
NOTE	19	8.462000	0.700000	0.000000
NOTE	20	8.462000	0.300000	0.000000
NOTE	21	8.846000	0.650000	0.000000
NOTE	22	8.846000	0.350000	0.000000
NOTE	23	9.231000	0.800000	0.600000
NOTE	24	9.231000	0.200000	0.600000
NOTE	25	10.769000	0.650000	0.600000
NOTE	26	10.769000	0.350000	0.600000
NOTE	27	11.538000	0.850000	0.000000
NOTE	28	11.538000	0.150000	0.000000
NOTE	29	11.829335	0.200000	0.000000
NOTE	30	11.829335	0.750000	0.000000
NOTE	31	12.115000	0.150000	0.000000
NOTE	32	12.115000	0.850000	0.000000
NOTE	33	12.308000	0.650000	0.000000
NOTE	34	12.308000	0.350000	0.000000
NOTE	35	12.500000	0.650000	0.000000
NOTE	36	12.500000	0.350000	0.000000
NOTE	37	12.885000	0.350000	0.000000
NOTE	38	12.885000	0.650000	0.000000
NOTE	39	13.077000	0.500000	0.400000
NOTE	40	13.654000	0.500000	0.000000
NOTE	41	13.746005	0.500000	0.000000
NOTE	42	13.846000	0.850000	0.000000
NOTE	43	13.959347	0.650000	0.000000
NOTE	44	14.092114	0.850000	0.000000
NOTE	45	14.223231	0.650000	0.000000
NOTE	46	14.356563	0.850000	0.000000
NOTE	47	14.481561	0.650000	0.000000
NOTE	48	14.615000	0.250000	0.300000
NOTE	49	15.000000	0.350000	0.000000
NOTE	50	15.092115	0.150000	0.000000
NOTE	51	15.192000	0.350000	0.000000
NOTE	52	15.286098	0.150000	0.000000
NOTE	53	15.385000	0.750000	0.000000
NOTE	54	15.670568	0.750000	0.000000
NOTE	55	15.962000	0.750000	0.000000
NOTE	56	16.153999	0.500000	0.000000
NOTE	57	16.246666	0.500000	0.000000
NOTE	58	16.346001	0.500000	0.000000
NOTE	59	16.443886	0.500000	0.000000
NOTE	60	16.538000	0.350000	0.000000
NOTE	61	16.538000	0.650000	0.000000
NOTE	62	16.632132	0.500000	0.000000
NOTE	63	16.731001	0.350000	0.000000
NOTE	64	16.731001	0.650000	0.000000
NOTE	65	16.826574	0.500000	0.000000
NOTE	66	16.923000	0.800000	0.000000
NOTE	67	17.308001	0.800000	0.000000
NOTE	68	17.500000	0.800000	0.000000
NOTE	69	17.691999	0.650000	0.000000
NOTE	70	17.691999	0.350000	0.000000
NOTE	71	17.885000	0.650000	0.000000
NOTE	72	17.980469	0.350000	0.000000
NOTE	73	18.077000	0.650000	0.000000
NOTE	74	18.177689	0.350000	0.000000
NOTE	75	18.268999	0.650000	0.000000
NOTE	76	18.363796	0.350000	0.000000
NOTE	77	18.462000	0.800000	0.300000
NOTE	78	18.846001	0.200000	0.300000
NOTE	79	19.231001	0.600000	0.000000
NOTE	80	19.423000	0.350000	0.000000
NOTE	81	19.615000	0.350000	0.000000
NOTE	82	19.808001	0.350000	0.000000
NOTE	83	20.000000	0.500000	0.000000
NOTE	84	20.191999	0.800000	0.000000
NOTE	85	20.288248	0.800000	0.000000
NOTE	86	20.387777	0.500000	0.000000
NOTE	87	20.566668	0.200000	0.000000
NOTE	88	20.668797	0.200000	0.000000
NOTE	89	20.768999	0.650000	0.000000
NOTE	90	20.962000	0.650000	0.000000
NOTE	91	21.052124	0.650000	0.000000
NOTE	92	21.153999	0.350000	0.000000
NOTE	93	21.346001	0.350000	0.000000
NOTE	94	21.439346	0.350000	0.000000
NOTE	95	21.538000	0.500000	0.283333
NOTE	96	21.923000	0.500000	0.000000
NOTE	97	22.115000	0.500000	0.000000
NOTE	98	22.308001	0.200000	0.000000
NOTE	99	22.308001	0.750000	0.000000
NOTE	100	22.500000	0.350000	0.000000
NOTE	101	22.691999	0.350000	0.000000
NOTE	102	22.691999	0.650000	0.000000
NOTE	103	22.782129	0.650000	0.000000
NOTE	104	22.885000	0.350000	0.000000
NOTE	105	22.979349	0.350000	0.000000
NOTE	106	23.077000	0.500000	0.583333
NOTE	107	23.846001	0.350000	0.500000
NOTE	108	23.846001	0.650000	0.500000
NOTE	109	24.615000	0.850000	0.000000
NOTE	110	24.615000	0.150000	0.000000
NOTE	111	24.709915	0.850000	0.000000
NOTE	112	24.808001	0.850000	0.000000
NOTE	113	25.000000	0.850000	0.000000
NOTE	114	25.000000	0.150000	0.000000
NOTE	115	25.096020	0.150000	0.000000
NOTE	116	25.191999	0.150000	0.000000
NOTE	117	25.385000	0.500000	0.000000
NOTE	118	25.385000	0.750000	0.000000
NOTE	119	25.476023	0.750000	0.000000
NOTE	120	25.577000	0.750000	0.000000
NOTE	121	25.768999	0.500000	0.000000
NOTE	122	25.768999	0.250000	0.000000
NOTE	123	25.859350	0.250000	0.000000
NOTE	124	25.962000	0.250000	0.000000
NOTE	125	26.153999	0.650000	0.000000
NOTE	126	26.249914	0.650000	0.000000
NOTE	127	26.346001	0.650000	0.000000
NOTE	128	26.538000	0.350000	0.000000
NOTE	129	26.633801	0.350000	0.000000
NOTE	130	26.731001	0.350000	0.000000
NOTE	131	26.923000	0.600000	0.000000
NOTE	132	27.012358	0.600000	0.000000
NOTE	133	27.115000	0.600000	0.000000
NOTE	134	27.308001	0.400000	0.000000
NOTE	135	27.401239	0.400000	0.000000
NOTE	136	27.500000	0.400000	0.000000
NOTE	137	27.691999	0.700000	0.433333
NOTE	138	28.268999	0.700000	0.000000
NOTE	139	28.462000	0.300000	0.416667
NOTE	140	28.846001	0.650000	0.000000
NOTE	141	28.941254	0.650000	0.000000
NOTE	142	29.035223	0.350000	0.000000
NOTE	143	29.130140	0.350000	0.000000
NOTE	144	29.231001	0.500000	0.300000
NOTE	145	29.231001	0.850000	0.000000
NOTE	146	29.327232	0.850000	0.000000
NOTE	147	29.423000	0.850000	0.000000
NOTE	148	29.615000	0.150000	0.000000
NOTE	149	29.713339	0.150000	0.000000
NOTE	150	29.808001	0.500000	0.000000
NOTE	151	29.808001	0.150000	0.000000
NOTE	152	30.000000	0.650000	0.000000
NOTE	153	30.094450	0.650000	0.000000
NOTE	154	30.191999	0.350000	0.000000
NOTE	155	30.191999	0.650000	0.000000
NOTE	156	30.385000	0.350000	0.000000
NOTE	157	30.385000	0.650000	0.000000
NOTE	158	30.476673	0.350000	0.000000
NOTE	159	30.577000	0.350000	0.000000
NOTE	160	30.768999	0.500000	0.000000
NOTE	161	30.768999	0.800000	0.000000
NOTE	162	30.860779	0.800000	0.000000
NOTE	163	30.962000	0.800000	0.000000
NOTE	164	31.153999	0.200000	0.000000
